,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,date,hour,year,month,day
971,1,0,1,1,12.3,14.395,70,12.998,4,40,2011-03-04,22,2011.0,3.0,4.0
972,1,0,1,2,12.3,15.15,75,11.0014,6,40,2011-03-04,23,2011.0,3.0,4.0
973,1,0,0,2,11.48,14.395,81,7.0015,4,15,2011-03-05,0,2011.0,3.0,5.0
974,1,0,0,2,12.3,15.91,81,7.0015,5,20,2011-03-05,1,2011.0,3.0,5.0
975,1,0,0,2,12.3,14.395,87,12.998,5,15,2011-03-05,2,2011.0,3.0,5.0
976,1,0,0,2,12.3,14.395,87,12.998,0,2,2011-03-05,3,2011.0,3.0,5.0
977,1,0,0,2,12.3,15.15,93,11.0014,0,1,2011-03-05,4,2011.0,3.0,5.0
978,1,0,0,2,12.3,15.15,100,8.9981,0,3,2011-03-05,5,2011.0,3.0,5.0
979,1,0,0,2,12.3,14.395,100,15.0013,1,3,2011-03-05,6,2011.0,3.0,5.0
980,1,0,0,2,12.3,13.635,100,19.9995,5,10,2011-03-05,7,2011.0,3.0,5.0
981,1,0,0,2,12.3,13.635,100,19.9995,11,34,2011-03-05,8,2011.0,3.0,5.0
982,1,0,0,2,13.12,15.15,93,15.0013,15,48,2011-03-05,9,2011.0,3.0,5.0
983,1,0,0,2,13.94,16.665,93,12.998,34,69,2011-03-05,10,2011.0,3.0,5.0
984,1,0,0,2,16.4,20.455,76,15.0013,43,116,2011-03-05,11,2011.0,3.0,5.0
985,1,0,0,2,18.04,21.97,67,16.9979,46,121,2011-03-05,12,2011.0,3.0,5.0
986,1,0,0,2,18.86,22.725,67,19.0012,60,130,2011-03-05,13,2011.0,3.0,5.0
987,1,0,0,2,19.68,23.485,59,19.0012,80,118,2011-03-05,14,2011.0,3.0,5.0
988,1,0,0,2,18.86,22.725,63,19.9995,83,122,2011-03-05,15,2011.0,3.0,5.0
989,1,0,0,2,19.68,23.485,59,19.9995,74,130,2011-03-05,16,2011.0,3.0,5.0
990,1,0,0,2,19.68,23.485,59,23.9994,60,104,2011-03-05,17,2011.0,3.0,5.0
991,1,0,0,2,19.68,23.485,59,22.0028,37,115,2011-03-05,18,2011.0,3.0,5.0
992,1,0,0,2,18.86,22.725,67,22.0028,27,62,2011-03-05,19,2011.0,3.0,5.0
993,1,0,0,2,18.04,21.97,77,22.0028,12,58,2011-03-05,20,2011.0,3.0,5.0
994,1,0,0,2,18.04,21.97,72,22.0028,12,60,2011-03-05,21,2011.0,3.0,5.0
995,1,0,0,2,17.22,21.21,77,19.9995,16,47,2011-03-05,22,2011.0,3.0,5.0
996,1,0,0,2,18.04,21.97,77,19.9995,10,34,2011-03-05,23,2011.0,3.0,5.0
997,1,0,0,2,17.22,21.21,77,23.9994,11,41,2011-03-06,0,2011.0,3.0,6.0
998,1,0,0,2,17.22,21.21,77,19.0012,12,27,2011-03-06,1,2011.0,3.0,6.0
999,1,0,0,2,16.4,20.455,82,19.0012,5,27,2011-03-06,2,2011.0,3.0,6.0
1000,1,0,0,2,17.22,21.21,82,19.9995,2,9,2011-03-06,3,2011.0,3.0,6.0
1001,1,0,0,2,17.22,21.21,88,23.9994,0,3,2011-03-06,4,2011.0,3.0,6.0
1002,1,0,0,2,17.22,21.21,94,23.9994,1,1,2011-03-06,6,2011.0,3.0,6.0
1003,1,0,0,3,17.22,21.21,100,30.0026,0,5,2011-03-06,7,2011.0,3.0,6.0
1004,1,0,0,2,16.4,20.455,100,19.9995,1,8,2011-03-06,8,2011.0,3.0,6.0
1005,1,0,0,2,17.22,21.21,100,19.0012,4,18,2011-03-06,9,2011.0,3.0,6.0
1006,1,0,0,2,17.22,21.21,100,19.9995,4,27,2011-03-06,10,2011.0,3.0,6.0
1007,1,0,0,2,17.22,21.21,100,15.0013,18,44,2011-03-06,11,2011.0,3.0,6.0
1008,1,0,0,2,18.86,22.725,94,22.0028,10,69,2011-03-06,12,2011.0,3.0,6.0
1009,1,0,0,2,18.86,22.725,94,23.9994,22,83,2011-03-06,13,2011.0,3.0,6.0
1010,1,0,0,3,18.04,21.97,100,15.0013,12,27,2011-03-06,14,2011.0,3.0,6.0
1011,1,0,0,3,18.04,21.97,100,15.0013,3,4,2011-03-06,15,2011.0,3.0,6.0
1012,1,0,0,3,14.76,16.665,100,19.0012,3,8,2011-03-06,16,2011.0,3.0,6.0
1013,1,0,0,3,13.94,15.15,100,19.9995,2,23,2011-03-06,17,2011.0,3.0,6.0
1014,1,0,0,3,13.12,14.395,100,23.9994,0,23,2011-03-06,18,2011.0,3.0,6.0
1015,1,0,0,3,12.3,12.88,100,32.9975,0,11,2011-03-06,19,2011.0,3.0,6.0
1016,1,0,0,3,11.48,12.12,100,27.9993,3,8,2011-03-06,20,2011.0,3.0,6.0
1017,1,0,0,3,9.84,9.09,93,40.9973,1,6,2011-03-06,21,2011.0,3.0,6.0
1018,1,0,0,2,9.02,9.85,100,26.0027,0,10,2011-03-06,22,2011.0,3.0,6.0
1019,1,0,0,2,9.02,9.85,100,27.9993,0,9,2011-03-06,23,2011.0,3.0,6.0
1020,1,0,1,3,8.2,9.09,100,22.0028,0,4,2011-03-07,0,2011.0,3.0,7.0
1021,1,0,1,3,8.2,9.09,100,22.0028,0,2,2011-03-07,1,2011.0,3.0,7.0
1022,1,0,1,1,8.2,7.575,80,39.0007,0,1,2011-03-07,3,2011.0,3.0,7.0
1023,1,0,1,1,8.2,7.575,80,35.0008,1,0,2011-03-07,4,2011.0,3.0,7.0
1024,1,0,1,1,8.2,9.09,75,23.9994,0,1,2011-03-07,5,2011.0,3.0,7.0
1025,1,0,1,1,8.2,9.09,75,26.0027,3,31,2011-03-07,6,2011.0,3.0,7.0
1026,1,0,1,1,8.2,8.335,75,27.9993,3,88,2011-03-07,7,2011.0,3.0,7.0
1027,1,0,1,1,8.2,9.09,75,26.0027,11,200,2011-03-07,8,2011.0,3.0,7.0
1028,1,0,1,1,9.02,9.09,64,31.0009,5,129,2011-03-07,9,2011.0,3.0,7.0
1029,1,0,1,1,9.84,10.605,60,19.9995,15,43,2011-03-07,10,2011.0,3.0,7.0
1030,1,0,1,1,10.66,10.605,48,30.0026,19,41,2011-03-07,11,2011.0,3.0,7.0
1031,1,0,1,1,12.3,13.635,42,27.9993,28,68,2011-03-07,12,2011.0,3.0,7.0
1032,1,0,1,1,13.12,14.395,36,26.0027,16,54,2011-03-07,13,2011.0,3.0,7.0
1033,1,0,1,1,13.12,14.395,36,27.9993,21,56,2011-03-07,14,2011.0,3.0,7.0
1034,1,0,1,1,13.94,15.15,31,26.0027,32,64,2011-03-07,15,2011.0,3.0,7.0
1035,1,0,1,1,13.94,15.15,31,23.9994,26,96,2011-03-07,16,2011.0,3.0,7.0
1036,1,0,1,1,13.94,15.15,29,23.9994,27,206,2011-03-07,17,2011.0,3.0,7.0
1037,1,0,1,1,13.12,15.15,31,15.0013,19,214,2011-03-07,18,2011.0,3.0,7.0
1038,1,0,1,1,12.3,14.395,33,15.0013,11,134,2011-03-07,19,2011.0,3.0,7.0
1039,1,0,1,1,12.3,15.15,33,11.0014,5,87,2011-03-07,20,2011.0,3.0,7.0
1040,1,0,1,1,11.48,13.635,38,15.0013,1,53,2011-03-07,21,2011.0,3.0,7.0
1041,1,0,1,1,10.66,12.88,48,11.0014,1,34,2011-03-07,22,2011.0,3.0,7.0
1042,1,0,1,1,11.48,15.91,48,0.0,0,22,2011-03-07,23,2011.0,3.0,7.0
1043,1,0,1,1,10.66,14.395,48,6.0032,1,9,2011-03-08,0,2011.0,3.0,8.0
1044,1,0,1,1,9.84,12.12,52,8.9981,0,4,2011-03-08,1,2011.0,3.0,8.0
1045,1,0,1,1,9.84,12.12,52,8.9981,1,0,2011-03-08,2,2011.0,3.0,8.0
1046,1,0,1,1,9.84,12.88,52,6.0032,5,2,2011-03-08,3,2011.0,3.0,8.0
1047,1,0,1,1,9.02,13.635,64,0.0,0,2,2011-03-08,4,2011.0,3.0,8.0
1048,1,0,1,1,8.2,11.365,69,7.0015,2,8,2011-03-08,5,2011.0,3.0,8.0
1049,1,0,1,1,8.2,12.88,59,0.0,3,42,2011-03-08,6,2011.0,3.0,8.0
1050,1,0,1,1,7.38,9.85,64,8.9981,9,119,2011-03-08,7,2011.0,3.0,8.0
1051,1,0,1,1,9.02,11.365,55,12.998,10,247,2011-03-08,8,2011.0,3.0,8.0
1052,1,0,1,1,10.66,12.88,41,11.0014,11,140,2011-03-08,9,2011.0,3.0,8.0
1053,1,0,1,2,12.3,14.395,33,12.998,25,46,2011-03-08,10,2011.0,3.0,8.0
1054,1,0,1,2,14.76,17.425,25,11.0014,26,52,2011-03-08,11,2011.0,3.0,8.0
1055,1,0,1,2,14.76,18.94,23,0.0,29,70,2011-03-08,12,2011.0,3.0,8.0
1056,1,0,1,2,15.58,19.695,25,7.0015,25,73,2011-03-08,13,2011.0,3.0,8.0
1057,1,0,1,2,15.58,19.695,20,0.0,16,56,2011-03-08,14,2011.0,3.0,8.0
1058,1,0,1,2,14.76,18.94,18,0.0,35,77,2011-03-08,15,2011.0,3.0,8.0
1059,1,0,1,1,15.58,19.695,27,11.0014,26,82,2011-03-08,16,2011.0,3.0,8.0
1060,1,0,1,1,14.76,17.425,27,15.0013,39,209,2011-03-08,17,2011.0,3.0,8.0
1061,1,0,1,1,13.94,16.665,27,12.998,21,214,2011-03-08,18,2011.0,3.0,8.0
1062,1,0,1,1,13.94,17.425,31,7.0015,9,141,2011-03-08,19,2011.0,3.0,8.0
1063,1,0,1,1,13.12,16.665,39,6.0032,2,74,2011-03-08,20,2011.0,3.0,8.0
1064,1,0,1,1,12.3,14.395,49,12.998,7,68,2011-03-08,21,2011.0,3.0,8.0
1065,1,0,1,1,12.3,14.395,49,15.0013,11,44,2011-03-08,22,2011.0,3.0,8.0
1066,1,0,1,1,11.48,13.635,61,12.998,3,38,2011-03-08,23,2011.0,3.0,8.0
1067,1,0,1,1,10.66,14.395,65,6.0032,0,9,2011-03-09,0,2011.0,3.0,9.0
1068,1,0,1,1,10.66,13.635,52,8.9981,0,4,2011-03-09,1,2011.0,3.0,9.0
1069,1,0,1,1,10.66,13.635,52,8.9981,1,1,2011-03-09,2,2011.0,3.0,9.0
1070,1,0,1,1,9.84,12.88,70,6.0032,1,2,2011-03-09,3,2011.0,3.0,9.0
1071,1,0,1,1,9.84,12.88,75,7.0015,0,2,2011-03-09,4,2011.0,3.0,9.0
1072,1,0,1,2,9.84,12.12,81,8.9981,1,7,2011-03-09,5,2011.0,3.0,9.0
1073,1,0,1,2,9.84,12.88,85,7.0015,5,44,2011-03-09,6,2011.0,3.0,9.0
1074,1,0,1,2,9.84,12.12,87,11.0014,18,123,2011-03-09,7,2011.0,3.0,9.0
1075,1,0,1,2,9.84,12.12,87,8.9981,11,238,2011-03-09,8,2011.0,3.0,9.0
1076,1,0,1,2,10.66,12.12,87,16.9979,5,136,2011-03-09,9,2011.0,3.0,9.0
1077,1,0,1,2,12.3,14.395,75,16.9979,8,49,2011-03-09,10,2011.0,3.0,9.0
1078,1,0,1,2,13.12,14.395,76,26.0027,15,44,2011-03-09,11,2011.0,3.0,9.0
1079,1,0,1,2,13.12,15.15,76,16.9979,14,84,2011-03-09,12,2011.0,3.0,9.0
1080,1,0,1,2,13.12,14.395,76,23.9994,17,82,2011-03-09,13,2011.0,3.0,9.0
1081,1,0,1,2,13.94,15.15,76,19.9995,10,61,2011-03-09,14,2011.0,3.0,9.0
1082,1,0,1,2,14.76,16.665,71,19.9995,15,64,2011-03-09,15,2011.0,3.0,9.0
1083,1,0,1,2,13.94,15.15,76,22.0028,10,102,2011-03-09,16,2011.0,3.0,9.0
1084,1,0,1,2,13.94,15.15,76,19.9995,18,176,2011-03-09,17,2011.0,3.0,9.0
1085,1,0,1,2,13.94,15.91,76,16.9979,12,176,2011-03-09,18,2011.0,3.0,9.0
1086,1,0,1,2,13.94,15.15,76,22.0028,11,123,2011-03-09,19,2011.0,3.0,9.0
1087,1,0,1,2,13.12,15.91,87,12.998,4,87,2011-03-09,20,2011.0,3.0,9.0
1088,1,0,1,2,13.12,15.15,93,22.0028,10,52,2011-03-09,21,2011.0,3.0,9.0
1089,1,0,1,3,13.12,15.91,93,11.0014,4,17,2011-03-09,22,2011.0,3.0,9.0
1090,1,0,1,3,13.94,16.665,93,12.998,1,17,2011-03-09,23,2011.0,3.0,9.0
1091,1,0,1,3,13.94,15.91,0,16.9979,3,0,2011-03-10,0,2011.0,3.0,10.0
1092,1,0,1,3,13.94,15.91,0,16.9979,0,2,2011-03-10,1,2011.0,3.0,10.0
1093,1,0,1,3,13.94,15.91,0,16.9979,0,1,2011-03-10,2,2011.0,3.0,10.0
1094,1,0,1,3,14.76,17.425,0,12.998,1,2,2011-03-10,5,2011.0,3.0,10.0
1095,1,0,1,3,14.76,16.665,0,22.0028,0,12,2011-03-10,6,2011.0,3.0,10.0
1096,1,0,1,3,15.58,19.695,0,15.0013,1,36,2011-03-10,7,2011.0,3.0,10.0
1097,1,0,1,3,15.58,19.695,0,19.0012,1,43,2011-03-10,8,2011.0,3.0,10.0
1098,1,0,1,3,16.4,20.455,0,15.0013,1,23,2011-03-10,9,2011.0,3.0,10.0
1099,1,0,1,3,16.4,20.455,0,11.0014,0,17,2011-03-10,10,2011.0,3.0,10.0
1100,1,0,1,3,16.4,20.455,0,16.9979,6,5,2011-03-10,11,2011.0,3.0,10.0
1101,1,0,1,3,17.22,21.21,0,15.0013,4,30,2011-03-10,12,2011.0,3.0,10.0
1102,1,0,1,3,17.22,21.21,0,15.0013,1,11,2011-03-10,13,2011.0,3.0,10.0
1103,1,0,1,3,18.04,21.97,0,19.9995,0,12,2011-03-10,14,2011.0,3.0,10.0
1104,1,0,1,3,18.04,21.97,0,15.0013,3,11,2011-03-10,15,2011.0,3.0,10.0
1105,1,0,1,3,17.22,21.21,0,16.9979,1,20,2011-03-10,16,2011.0,3.0,10.0
1106,1,0,1,2,18.04,21.97,0,26.0027,2,109,2011-03-10,17,2011.0,3.0,10.0
1107,1,0,1,3,18.04,21.97,0,23.9994,2,80,2011-03-10,18,2011.0,3.0,10.0
1108,1,0,1,3,18.04,21.97,0,39.0007,5,51,2011-03-10,19,2011.0,3.0,10.0
1109,1,0,1,3,14.76,16.665,0,22.0028,9,29,2011-03-10,20,2011.0,3.0,10.0
1110,1,0,1,3,14.76,17.425,0,15.0013,1,27,2011-03-10,21,2011.0,3.0,10.0
1111,1,0,1,2,13.94,16.665,0,8.9981,4,30,2011-03-10,22,2011.0,3.0,10.0
1112,1,0,1,3,13.94,17.425,0,6.0032,1,26,2011-03-10,23,2011.0,3.0,10.0
1113,1,0,1,2,13.94,17.425,100,6.0032,0,6,2011-03-11,0,2011.0,3.0,11.0
1114,1,0,1,3,13.94,17.425,100,7.0015,0,8,2011-03-11,1,2011.0,3.0,11.0
1115,1,0,1,3,13.94,17.425,100,7.0015,2,3,2011-03-11,2,2011.0,3.0,11.0
1116,1,0,1,2,13.12,16.665,93,6.0032,0,2,2011-03-11,3,2011.0,3.0,11.0
1117,1,0,1,1,12.3,14.395,81,15.0013,1,6,2011-03-11,5,2011.0,3.0,11.0
1118,1,0,1,1,10.66,12.12,81,19.0012,1,31,2011-03-11,6,2011.0,3.0,11.0
1119,1,0,1,1,10.66,12.88,70,12.998,10,104,2011-03-11,7,2011.0,3.0,11.0
1120,1,0,1,1,11.48,13.635,70,16.9979,15,244,2011-03-11,8,2011.0,3.0,11.0
1121,1,0,1,2,12.3,14.395,61,19.0012,13,143,2011-03-11,9,2011.0,3.0,11.0
1122,1,0,1,2,13.12,15.15,57,19.9995,18,60,2011-03-11,10,2011.0,3.0,11.0
1123,1,0,1,2,13.12,15.15,57,19.9995,14,67,2011-03-11,11,2011.0,3.0,11.0
1124,1,0,1,2,13.94,15.91,53,16.9979,15,96,2011-03-11,12,2011.0,3.0,11.0
1125,1,0,1,1,14.76,16.665,53,16.9979,15,92,2011-03-11,13,2011.0,3.0,11.0
1126,1,0,1,2,14.76,16.665,50,23.9994,25,64,2011-03-11,14,2011.0,3.0,11.0
1127,1,0,1,2,13.94,15.91,53,16.9979,21,64,2011-03-11,15,2011.0,3.0,11.0
1128,1,0,1,2,13.94,15.15,49,19.9995,18,95,2011-03-11,16,2011.0,3.0,11.0
1129,1,0,1,1,13.94,15.91,49,15.0013,23,200,2011-03-11,17,2011.0,3.0,11.0
1130,1,0,1,1,13.12,15.15,49,22.0028,19,134,2011-03-11,18,2011.0,3.0,11.0
1131,1,0,1,1,12.3,13.635,56,22.0028,7,111,2011-03-11,19,2011.0,3.0,11.0
1132,1,0,1,1,12.3,15.15,56,11.0014,6,70,2011-03-11,20,2011.0,3.0,11.0
1133,1,0,1,2,12.3,14.395,52,16.9979,10,43,2011-03-11,21,2011.0,3.0,11.0
1134,1,0,1,1,12.3,15.15,52,11.0014,11,53,2011-03-11,22,2011.0,3.0,11.0
1135,1,0,1,1,12.3,14.395,52,16.9979,3,34,2011-03-11,23,2011.0,3.0,11.0
1136,1,0,0,1,10.66,13.635,60,8.9981,4,30,2011-03-12,0,2011.0,3.0,12.0
1137,1,0,0,1,9.84,11.365,65,12.998,3,15,2011-03-12,1,2011.0,3.0,12.0
1138,1,0,0,1,9.84,11.365,65,12.998,0,14,2011-03-12,2,2011.0,3.0,12.0
1139,1,0,0,1,9.84,11.365,65,16.9979,1,6,2011-03-12,3,2011.0,3.0,12.0
1140,1,0,0,1,9.84,11.365,65,16.9979,0,1,2011-03-12,4,2011.0,3.0,12.0
1141,1,0,0,1,9.02,11.365,69,12.998,0,2,2011-03-12,5,2011.0,3.0,12.0
1142,1,0,0,1,9.02,10.605,75,16.9979,2,2,2011-03-12,6,2011.0,3.0,12.0
1143,1,0,0,1,9.84,11.365,70,12.998,4,19,2011-03-12,7,2011.0,3.0,12.0
1144,1,0,0,1,10.66,12.88,65,11.0014,9,44,2011-03-12,8,2011.0,3.0,12.0
1145,1,0,0,1,11.48,14.395,65,7.0015,25,76,2011-03-12,9,2011.0,3.0,12.0
1146,1,0,0,1,13.12,15.15,66,15.0013,21,78,2011-03-12,10,2011.0,3.0,12.0
1147,1,0,0,1,13.94,15.15,49,22.0028,36,83,2011-03-12,11,2011.0,3.0,12.0
1148,1,0,0,1,13.94,15.91,53,19.0012,51,107,2011-03-12,12,2011.0,3.0,12.0
1149,1,0,0,1,14.76,16.665,51,23.9994,62,95,2011-03-12,13,2011.0,3.0,12.0
1150,1,0,0,1,16.4,20.455,50,30.0026,70,96,2011-03-12,14,2011.0,3.0,12.0
1151,1,0,0,1,17.22,21.21,44,32.9975,81,101,2011-03-12,15,2011.0,3.0,12.0
1152,1,0,0,1,18.86,22.725,41,30.0026,100,144,2011-03-12,16,2011.0,3.0,12.0
1153,1,0,0,1,18.86,22.725,44,22.0028,99,114,2011-03-12,17,2011.0,3.0,12.0
1154,1,0,0,1,17.22,21.21,54,11.0014,54,91,2011-03-12,18,2011.0,3.0,12.0
1155,1,0,0,1,17.22,21.21,54,6.0032,26,86,2011-03-12,19,2011.0,3.0,12.0
1156,1,0,0,1,16.4,20.455,58,7.0015,22,64,2011-03-12,20,2011.0,3.0,12.0
1157,1,0,0,1,15.58,19.695,62,0.0,36,46,2011-03-12,21,2011.0,3.0,12.0
1158,1,0,0,1,14.76,18.94,71,0.0,7,56,2011-03-12,22,2011.0,3.0,12.0
1159,1,0,0,1,15.58,19.695,66,6.0032,11,38,2011-03-12,23,2011.0,3.0,12.0
1160,1,0,0,1,15.58,19.695,62,7.0015,3,35,2011-03-13,0,2011.0,3.0,13.0
1161,1,0,0,1,14.76,17.425,66,8.9981,10,23,2011-03-13,1,2011.0,3.0,13.0
1162,1,0,0,1,13.94,16.665,76,8.9981,6,17,2011-03-13,3,2011.0,3.0,13.0
1163,1,0,0,1,13.94,16.665,66,11.0014,4,9,2011-03-13,4,2011.0,3.0,13.0
1164,1,0,0,1,14.76,17.425,62,8.9981,0,3,2011-03-13,5,2011.0,3.0,13.0
1165,1,0,0,1,13.94,18.18,66,0.0,0,2,2011-03-13,6,2011.0,3.0,13.0
1166,1,0,0,1,14.76,17.425,62,12.998,2,8,2011-03-13,7,2011.0,3.0,13.0
1167,1,0,0,1,16.4,20.455,50,19.9995,11,23,2011-03-13,8,2011.0,3.0,13.0
1168,1,0,0,1,16.4,20.455,50,27.9993,8,36,2011-03-13,9,2011.0,3.0,13.0
1169,1,0,0,1,17.22,21.21,47,16.9979,36,86,2011-03-13,10,2011.0,3.0,13.0
1170,1,0,0,1,18.04,21.97,41,27.9993,88,93,2011-03-13,11,2011.0,3.0,13.0
1171,1,0,0,1,18.86,22.725,38,26.0027,74,120,2011-03-13,12,2011.0,3.0,13.0
1172,1,0,0,1,18.86,22.725,38,26.0027,97,124,2011-03-13,13,2011.0,3.0,13.0
1173,1,0,0,1,18.86,22.725,41,19.9995,144,106,2011-03-13,14,2011.0,3.0,13.0
1174,1,0,0,1,19.68,23.485,39,22.0028,149,155,2011-03-13,15,2011.0,3.0,13.0
1175,1,0,0,1,18.86,22.725,41,26.0027,124,132,2011-03-13,16,2011.0,3.0,13.0
1176,1,0,0,1,18.04,21.97,41,23.9994,98,143,2011-03-13,17,2011.0,3.0,13.0
1177,1,0,0,1,16.4,20.455,43,23.9994,55,92,2011-03-13,18,2011.0,3.0,13.0
1178,1,0,0,1,14.76,16.665,50,23.9994,28,73,2011-03-13,19,2011.0,3.0,13.0
1179,1,0,0,1,13.12,15.15,57,19.9995,23,54,2011-03-13,20,2011.0,3.0,13.0
1180,1,0,0,1,12.3,14.395,56,16.9979,9,49,2011-03-13,21,2011.0,3.0,13.0
1181,1,0,0,1,12.3,13.635,56,22.0028,8,29,2011-03-13,22,2011.0,3.0,13.0
1182,1,0,0,1,10.66,12.88,65,15.0013,5,23,2011-03-13,23,2011.0,3.0,13.0
1183,1,0,1,1,10.66,13.635,65,7.0015,4,7,2011-03-14,0,2011.0,3.0,14.0
1184,1,0,1,1,10.66,14.395,65,6.0032,0,1,2011-03-14,1,2011.0,3.0,14.0
1185,1,0,1,1,10.66,14.395,65,6.0032,0,1,2011-03-14,2,2011.0,3.0,14.0
1186,1,0,1,1,10.66,13.635,65,8.9981,0,3,2011-03-14,3,2011.0,3.0,14.0
1187,1,0,1,1,9.84,12.12,70,8.9981,0,8,2011-03-14,5,2011.0,3.0,14.0
1188,1,0,1,1,10.66,13.635,65,8.9981,1,27,2011-03-14,6,2011.0,3.0,14.0
1189,1,0,1,2,11.48,15.91,61,0.0,4,84,2011-03-14,7,2011.0,3.0,14.0
1190,1,0,1,2,12.3,15.15,56,8.9981,24,217,2011-03-14,8,2011.0,3.0,14.0
1191,1,0,1,1,13.12,15.15,53,22.0028,13,127,2011-03-14,9,2011.0,3.0,14.0
1192,1,0,1,1,13.94,15.91,42,16.9979,27,57,2011-03-14,10,2011.0,3.0,14.0
1193,1,0,1,1,14.76,16.665,40,16.9979,26,45,2011-03-14,11,2011.0,3.0,14.0
1194,1,0,1,1,15.58,19.695,37,0.0,40,54,2011-03-14,12,2011.0,3.0,14.0
1195,1,0,1,1,15.58,19.695,36,22.0028,24,51,2011-03-14,13,2011.0,3.0,14.0
1196,1,0,1,2,15.58,19.695,34,0.0,27,52,2011-03-14,14,2011.0,3.0,14.0
1197,1,0,1,1,15.58,19.695,37,11.0014,24,77,2011-03-14,15,2011.0,3.0,14.0
1198,1,0,1,1,16.4,20.455,35,7.0015,27,80,2011-03-14,16,2011.0,3.0,14.0
1199,1,0,1,1,15.58,19.695,40,12.998,42,229,2011-03-14,17,2011.0,3.0,14.0
1200,1,0,1,1,14.76,18.18,40,7.0015,25,210,2011-03-14,18,2011.0,3.0,14.0
1201,1,0,1,1,14.76,17.425,43,8.9981,17,133,2011-03-14,19,2011.0,3.0,14.0
1202,1,0,1,1,13.94,15.91,46,15.0013,23,106,2011-03-14,20,2011.0,3.0,14.0
1203,1,0,1,1,13.94,16.665,46,8.9981,5,58,2011-03-14,21,2011.0,3.0,14.0
1204,1,0,1,1,13.12,16.665,49,7.0015,4,43,2011-03-14,22,2011.0,3.0,14.0
1205,1,0,1,1,13.12,17.425,53,0.0,2,17,2011-03-14,23,2011.0,3.0,14.0
1206,1,0,1,1,13.12,17.425,53,0.0,7,7,2011-03-15,0,2011.0,3.0,15.0
1207,1,0,1,1,12.3,15.15,62,6.0032,4,6,2011-03-15,1,2011.0,3.0,15.0
1208,1,0,1,1,12.3,15.15,62,6.0032,1,2,2011-03-15,2,2011.0,3.0,15.0
1209,1,0,1,1,9.84,12.88,75,6.0032,1,1,2011-03-15,4,2011.0,3.0,15.0
1210,1,0,1,1,9.84,11.365,75,12.998,0,11,2011-03-15,5,2011.0,3.0,15.0
1211,1,0,1,1,9.02,11.365,80,12.998,3,32,2011-03-15,6,2011.0,3.0,15.0
1212,1,0,1,1,9.84,12.12,75,11.0014,10,109,2011-03-15,7,2011.0,3.0,15.0
1213,1,0,1,1,10.66,14.395,70,6.0032,23,259,2011-03-15,8,2011.0,3.0,15.0
1214,1,0,1,2,12.3,16.665,70,0.0,10,147,2011-03-15,9,2011.0,3.0,15.0
1215,1,0,1,2,13.12,15.91,66,12.998,22,56,2011-03-15,10,2011.0,3.0,15.0
1216,1,0,1,2,13.94,15.91,57,15.0013,27,51,2011-03-15,11,2011.0,3.0,15.0
1217,1,0,1,2,14.76,17.425,50,15.0013,32,70,2011-03-15,12,2011.0,3.0,15.0
1218,1,0,1,2,14.76,16.665,57,19.0012,23,74,2011-03-15,13,2011.0,3.0,15.0
1219,1,0,1,2,15.58,19.695,46,19.9995,14,74,2011-03-15,14,2011.0,3.0,15.0
1220,1,0,1,2,15.58,19.695,43,19.0012,24,66,2011-03-15,15,2011.0,3.0,15.0
1221,1,0,1,2,15.58,19.695,46,22.0028,21,93,2011-03-15,16,2011.0,3.0,15.0
1222,1,0,1,2,14.76,17.425,62,12.998,22,195,2011-03-15,17,2011.0,3.0,15.0
1223,1,0,1,2,14.76,16.665,62,19.9995,18,207,2011-03-15,18,2011.0,3.0,15.0
1224,1,0,1,2,13.94,15.91,71,19.0012,14,138,2011-03-15,19,2011.0,3.0,15.0
1225,1,0,1,2,13.94,15.91,71,19.0012,9,79,2011-03-15,20,2011.0,3.0,15.0
1226,1,0,1,3,13.12,16.665,81,7.0015,2,53,2011-03-15,21,2011.0,3.0,15.0
1227,1,0,1,2,13.12,15.91,87,11.0014,1,20,2011-03-15,22,2011.0,3.0,15.0
1228,1,0,1,2,13.12,15.91,87,11.0014,1,17,2011-03-15,23,2011.0,3.0,15.0
1229,1,0,1,3,12.3,14.395,93,16.9979,0,8,2011-03-16,0,2011.0,3.0,16.0
1230,1,0,1,3,12.3,13.635,100,19.9995,1,2,2011-03-16,1,2011.0,3.0,16.0
1231,1,0,1,2,11.48,13.635,100,15.0013,1,2,2011-03-16,3,2011.0,3.0,16.0
1232,1,0,1,2,12.3,15.15,93,11.0014,0,1,2011-03-16,4,2011.0,3.0,16.0
1233,1,0,1,2,12.3,15.91,93,7.0015,0,3,2011-03-16,5,2011.0,3.0,16.0
1234,1,0,1,2,12.3,15.91,93,7.0015,1,30,2011-03-16,6,2011.0,3.0,16.0
1235,1,0,1,2,12.3,14.395,93,12.998,10,101,2011-03-16,7,2011.0,3.0,16.0
1236,1,0,1,2,13.12,15.91,93,0.0,26,227,2011-03-16,8,2011.0,3.0,16.0
1237,1,0,1,2,13.12,16.665,93,8.9981,10,144,2011-03-16,9,2011.0,3.0,16.0
1238,1,0,1,2,14.76,17.425,81,11.0014,19,49,2011-03-16,10,2011.0,3.0,16.0
1239,1,0,1,2,14.76,17.425,81,8.9981,13,62,2011-03-16,11,2011.0,3.0,16.0
